item,itemLabel,givenNameLabel,lastnameLabel,birthdate,deathdate,nationalityLabel,itemDescription
http://www.wikidata.org/entity/Q793556,Ernő Berkó,,Ernő,1955-08-03T00:00:00Z,,Hungary,Hungarian photographer and amateur astronomer
http://www.wikidata.org/entity/Q16658424,Ernő Gyimesi Kásás,Gyimesi,Ernő,1901-04-15T00:00:00Z,1994-07-01T00:00:00Z,Hungary,American painter
http://www.wikidata.org/entity/Q16658424,Ernő Gyimesi Kásás,Kásás,Ernő,1901-04-15T00:00:00Z,1994-07-01T00:00:00Z,Hungary,American painter
http://www.wikidata.org/entity/Q16658424,Ernő Gyimesi Kásás,Gyimesi,Ernő,1901-04-15T00:00:00Z,1994-07-01T00:00:00Z,United States of America,American painter
http://www.wikidata.org/entity/Q16658424,Ernő Gyimesi Kásás,Kásás,Ernő,1901-04-15T00:00:00Z,1994-07-01T00:00:00Z,United States of America,American painter
http://www.wikidata.org/entity/Q1122020,Ernő Kunt,Kunt,Ernő,1948-04-17T00:00:00Z,1994-10-05T00:00:00Z,Hungary,"(1948–1994) Hungarian cultural anthropologist, ethnographer, photographer"
http://www.wikidata.org/entity/Q1298221,Ernő Szijártó,,András,1945-01-06T00:00:00Z,2022-06-20T00:00:00Z,Hungary,(1945–2022) magyar fotóművész
http://www.wikidata.org/entity/Q1298221,Ernő Szijártó,,Ernő,1945-01-06T00:00:00Z,2022-06-20T00:00:00Z,Hungary,(1945–2022) magyar fotóművész
http://www.wikidata.org/entity/Q99767259,Ernő Tillai,Tillai,Ernő,1927-03-03T00:00:00Z,,Hungary,"Hungarian architect, photographer"
http://www.wikidata.org/entity/Q99767259,Ernő Tillai,Tillai,Ernő,1927-03-03T00:00:00Z,,Hungary,"Hungarian architect, photographer"
http://www.wikidata.org/entity/Q62689991,Ernő Vadas,Vadas,Ernő,1899-12-17T00:00:00Z,1962-05-30T00:00:00Z,Hungary,Hungarian photographer (1899-1962)
http://www.wikidata.org/entity/Q47516181,Ernő Vajda,Vajda,Ernő,1889-12-28T00:00:00Z,1980-02-25T00:00:00Z,Hungary,Hungarian botanist (1889-1980)
http://www.wikidata.org/entity/Q124526325,Ernő Weinstock,Weinstock,Ernő,1893-08-28T00:00:00Z,1985-09-03T00:00:00Z,Hungary,Hungarian photographer (1893-1985)
http://www.wikidata.org/entity/Q5396042,Ervin Marton,Marton,Ervin,1912-06-17T00:00:00Z,1968-04-30T00:00:00Z,Hungary,Hungarian photographer (1912-1968)
http://www.wikidata.org/entity/Q5396042,Ervin Marton,Marton,Ervin,1912-06-17T00:00:00Z,1968-04-30T00:00:00Z,France,Hungarian photographer (1912-1968)
http://www.wikidata.org/entity/Q5396042,Ervin Marton,Marton,Ervin,1912-06-17T00:00:00Z,1968-04-30T00:00:00Z,Hungary,Hungarian photographer (1912-1968)
http://www.wikidata.org/entity/Q5396042,Ervin Marton,Marton,Ervin,1912-06-17T00:00:00Z,1968-04-30T00:00:00Z,France,Hungarian photographer (1912-1968)
http://www.wikidata.org/entity/Q102442775,Erzsébet Leichtner,Leichtner,Erzsébet,1915-10-14T00:00:00Z,2005-01-01T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q108095838,Erzsébet Zinner,Zinner,Erzsébet,1909-03-27T00:00:00Z,1977-09-08T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q100594807,Esther Horvath,Horvath,Esther,1979-01-01T00:00:00Z,,Hungary,
http://www.wikidata.org/entity/Q1370978,Etel Fodor-Mittag,,Etel,1905-12-28T00:00:00Z,2005-01-01T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q214198,Eva Besnyö,Besnyő,Marianna,1910-04-29T00:00:00Z,2003-12-12T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q214198,Eva Besnyö,Besnyő,Éva,1910-04-29T00:00:00Z,2003-12-12T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q214198,Eva Besnyö,Besnyő,Marianna,1910-04-29T00:00:00Z,2003-12-12T00:00:00Z,Kingdom of the Netherlands,Hungarian photographer
http://www.wikidata.org/entity/Q214198,Eva Besnyö,Besnyő,Éva,1910-04-29T00:00:00Z,2003-12-12T00:00:00Z,Kingdom of the Netherlands,Hungarian photographer
http://www.wikidata.org/entity/Q214198,Eva Besnyö,Besnyő,Marianna,1910-04-29T00:00:00Z,2003-12-12T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q214198,Eva Besnyö,Besnyő,Éva,1910-04-29T00:00:00Z,2003-12-12T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q214198,Eva Besnyö,Besnyő,Marianna,1910-04-29T00:00:00Z,2003-12-12T00:00:00Z,Kingdom of the Netherlands,Hungarian photographer
http://www.wikidata.org/entity/Q214198,Eva Besnyö,Besnyő,Éva,1910-04-29T00:00:00Z,2003-12-12T00:00:00Z,Kingdom of the Netherlands,Hungarian photographer
http://www.wikidata.org/entity/Q50654788,Fanni Luzsicza,Luzsicza,Fanni,1995-02-03T00:00:00Z,,Hungary,(1995-) magyar fotóművész
http://www.wikidata.org/entity/Q1328996,Fanny Türk,Stern,Fanny,1867-04-24T00:00:00Z,1934-01-01T00:00:00Z,Hungary,(1867–?) Hungarian writer and photographer
http://www.wikidata.org/entity/Q110175657,Ferenc Aszmann,,Ferenc,1907-09-23T00:00:00Z,1988-01-15T00:00:00Z,Hungary,"(1907-1988) photographer,"
http://www.wikidata.org/entity/Q110175657,Ferenc Aszmann,,Ferenc,1907-09-23T00:00:00Z,1988-01-15T00:00:00Z,Brazil,"(1907-1988) photographer,"
http://www.wikidata.org/entity/Q3770219,Ferenc Csepecz,,Ferenc,1937-01-01T00:00:00Z,,Hungary,football player
http://www.wikidata.org/entity/Q18508166,Ferenc Dunky,,Ferenc,1860-01-01T00:00:00Z,1944-04-03T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q20480293,Ferenc Gyulai,Gyulai,Ferenc,1905-04-02T00:00:00Z,1964-08-31T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q51880692,Ferenc Kapitány,,Ferenc,1927-05-14T00:00:00Z,2003-10-07T00:00:00Z,Hungary,Hungarian politician (1927-2003)
http://www.wikidata.org/entity/Q112763177,Ferenc Kömives,Kőmíves,Ferenc,1940-11-11T00:00:00Z,1988-10-27T00:00:00Z,Hungary,"(1940–1988) magyar származású svájci festőművész, grafikus, fotográfus"
http://www.wikidata.org/entity/Q112763177,Ferenc Kömives,Kőmíves,Ferenc,1940-11-11T00:00:00Z,1988-10-27T00:00:00Z,Switzerland,"(1940–1988) magyar származású svájci festőművész, grafikus, fotográfus"
http://www.wikidata.org/entity/Q1165524,Ferenc Markovics,Markovics,Ferenc,1936-11-10T00:00:00Z,2019-12-08T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q84030832,Ferenc Novotta,,Ferenc,1949-03-16T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q57212386,Ferenc Németh,Németh,Ferenc,1952-07-08T00:00:00Z,2013-09-04T00:00:00Z,Hungary,(1952–2013)
http://www.wikidata.org/entity/Q57212386,Ferenc Németh,Németh,Ferenc,1952-07-08T00:00:00Z,2013-09-04T00:00:00Z,Hungary,(1952–2013)
http://www.wikidata.org/entity/Q16522225,Ferenc Olasz,Olasz,Ferenc,1943-01-01T00:00:00Z,,Hungary,"Hungarian photographer, film director and cinematographer (born:1943)"
http://www.wikidata.org/entity/Q23010409,Ferenc Ujváry,,Ferenc,1898-06-08T00:00:00Z,1971-01-01T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q2949794,Ferenc Újházy,,Franz,1827-12-08T00:00:00Z,1921-06-07T00:00:00Z,Hungary,Hungarian painter (1827-1921)
http://www.wikidata.org/entity/Q2949794,Ferenc Újházy,,Ferenc,1827-12-08T00:00:00Z,1921-06-07T00:00:00Z,Hungary,Hungarian painter (1827-1921)
http://www.wikidata.org/entity/Q26822567,Floszmann Attila,,Attila,1982-03-31T00:00:00Z,,Hungary,magyar fotó- és installációművész
http://www.wikidata.org/entity/Q5481211,Francis Haar,Haar,Ferenc,1908-07-19T00:00:00Z,1997-12-22T00:00:00Z,Hungary,Hungarian photographer (1908-1997)
http://www.wikidata.org/entity/Q57268492,Frigyes Schoch,Schoch,Frigyes,,1924-01-01T00:00:00Z,Hungary,Hungarian entrepreneur and photographer
http://www.wikidata.org/entity/Q769412,Funk Pál,Funk,Pál,1894-01-31T00:00:00Z,1974-12-13T00:00:00Z,Hungary,Hungarian photographer (1894-1974)
http://www.wikidata.org/entity/Q769412,Funk Pál,Funk,Pál,1894-01-31T00:00:00Z,1974-12-13T00:00:00Z,Hungary,Hungarian photographer (1894-1974)
http://www.wikidata.org/entity/Q21684421,Gabor Bako,Bakó,Gábor,1984-08-14T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q1488720,Gabor Benedek,Benedek,Gábor,1938-01-01T00:00:00Z,2019-06-27T00:00:00Z,Hungary,German architect
http://www.wikidata.org/entity/Q1488720,Gabor Benedek,Benedek,Gabor,1938-01-01T00:00:00Z,2019-06-27T00:00:00Z,Hungary,German architect
http://www.wikidata.org/entity/Q1488720,Gabor Benedek,Benedek,Gábor,1938-10-12T00:00:00Z,2019-06-27T00:00:00Z,Hungary,German architect
http://www.wikidata.org/entity/Q1488720,Gabor Benedek,Benedek,Gabor,1938-10-12T00:00:00Z,2019-06-27T00:00:00Z,Hungary,German architect
http://www.wikidata.org/entity/Q1488720,Gabor Benedek,Benedek,Gábor,1938-01-01T00:00:00Z,2019-06-27T00:00:00Z,Germany,German architect
http://www.wikidata.org/entity/Q1488720,Gabor Benedek,Benedek,Gabor,1938-01-01T00:00:00Z,2019-06-27T00:00:00Z,Germany,German architect
http://www.wikidata.org/entity/Q1488720,Gabor Benedek,Benedek,Gábor,1938-10-12T00:00:00Z,2019-06-27T00:00:00Z,Germany,German architect
http://www.wikidata.org/entity/Q1488720,Gabor Benedek,Benedek,Gabor,1938-10-12T00:00:00Z,2019-06-27T00:00:00Z,Germany,German architect
http://www.wikidata.org/entity/Q1488720,Gabor Benedek,Benedek,Gábor,1938-01-01T00:00:00Z,2019-06-27T00:00:00Z,West Germany,German architect
http://www.wikidata.org/entity/Q1488720,Gabor Benedek,Benedek,Gabor,1938-01-01T00:00:00Z,2019-06-27T00:00:00Z,West Germany,German architect
http://www.wikidata.org/entity/Q1488720,Gabor Benedek,Benedek,Gábor,1938-10-12T00:00:00Z,2019-06-27T00:00:00Z,West Germany,German architect
http://www.wikidata.org/entity/Q1488720,Gabor Benedek,Benedek,Gabor,1938-10-12T00:00:00Z,2019-06-27T00:00:00Z,West Germany,German architect
http://www.wikidata.org/entity/Q3093534,Gabor Szilasi,Szilasi,Gábor,1928-02-03T00:00:00Z,,Canada,Canadian photographer
http://www.wikidata.org/entity/Q3093534,Gabor Szilasi,Szilasi,Gabor,1928-02-03T00:00:00Z,,Canada,Canadian photographer
http://www.wikidata.org/entity/Q3093534,Gabor Szilasi,Szilasi,Gábor,1928-02-03T00:00:00Z,,Hungary,Canadian photographer
http://www.wikidata.org/entity/Q3093534,Gabor Szilasi,Szilasi,Gabor,1928-02-03T00:00:00Z,,Hungary,Canadian photographer
http://www.wikidata.org/entity/Q31090309,Gazdag Martin,Gazdag,Martin,1995-01-10T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q29642193,Georg Fayer,Fayer,György,1892-06-08T00:00:00Z,1950-11-05T00:00:00Z,Hungary,Austrian-American photographer of Hungarian origin (1892-1950)
http://www.wikidata.org/entity/Q29642193,Georg Fayer,Fayer,Georg,1892-06-08T00:00:00Z,1950-11-05T00:00:00Z,Hungary,Austrian-American photographer of Hungarian origin (1892-1950)
http://www.wikidata.org/entity/Q29642193,Georg Fayer,Fayer,György,1892-06-08T00:00:00Z,1950-11-05T00:00:00Z,United States of America,Austrian-American photographer of Hungarian origin (1892-1950)
http://www.wikidata.org/entity/Q29642193,Georg Fayer,Fayer,Georg,1892-06-08T00:00:00Z,1950-11-05T00:00:00Z,United States of America,Austrian-American photographer of Hungarian origin (1892-1950)
http://www.wikidata.org/entity/Q29642193,Georg Fayer,Fayer,György,1892-06-08T00:00:00Z,1950-11-05T00:00:00Z,Austria,Austrian-American photographer of Hungarian origin (1892-1950)
http://www.wikidata.org/entity/Q29642193,Georg Fayer,Fayer,Georg,1892-06-08T00:00:00Z,1950-11-05T00:00:00Z,Austria,Austrian-American photographer of Hungarian origin (1892-1950)
http://www.wikidata.org/entity/Q15448928,George Friedmann,Friedmann,György,1910-01-01T00:00:00Z,2002-01-01T00:00:00Z,Hungary,(1910–2002) magyar származású fotográfus
http://www.wikidata.org/entity/Q15448928,George Friedmann,Friedmann,Jorge,1910-01-01T00:00:00Z,2002-01-01T00:00:00Z,Hungary,(1910–2002) magyar származású fotográfus
http://www.wikidata.org/entity/Q15448928,George Friedmann,Friedmann,George,1910-01-01T00:00:00Z,2002-01-01T00:00:00Z,Hungary,(1910–2002) magyar származású fotográfus
http://www.wikidata.org/entity/Q109278641,Gergely Csoma,Csoma,Gergely,1954-06-09T00:00:00Z,,Hungary,"Hungarian sculptor, ethnographer"
http://www.wikidata.org/entity/Q1612061,Gergely Pohárnok,,Gergely,1968-11-12T00:00:00Z,,Hungary,Hungarian cinematographer
http://www.wikidata.org/entity/Q3761789,Ghitta Carell,Carell,Gitta,1899-09-20T00:00:00Z,1972-02-12T00:00:00Z,Hungary,Italian-Hungarian photographer (1899–1972)
http://www.wikidata.org/entity/Q3761789,Ghitta Carell,Carell,Gitta,1899-09-20T00:00:00Z,1972-02-12T00:00:00Z,Italy,Italian-Hungarian photographer (1899–1972)
http://www.wikidata.org/entity/Q3761789,Ghitta Carell,Carell,Gitta,1899-09-20T00:00:00Z,1972-02-12T00:00:00Z,Kingdom of Italy,Italian-Hungarian photographer (1899–1972)
http://www.wikidata.org/entity/Q126522,Gottlieb Wilhelm Leitner,,William,1840-09-15T00:00:00Z,1899-03-22T00:00:00Z,Hungary,Anglo-Hungarian orientalist
http://www.wikidata.org/entity/Q126522,Gottlieb Wilhelm Leitner,,Gottlieb,1840-09-15T00:00:00Z,1899-03-22T00:00:00Z,Hungary,Anglo-Hungarian orientalist
http://www.wikidata.org/entity/Q126522,Gottlieb Wilhelm Leitner,,William,1840-10-14T00:00:00Z,1899-03-22T00:00:00Z,Hungary,Anglo-Hungarian orientalist
http://www.wikidata.org/entity/Q126522,Gottlieb Wilhelm Leitner,,Gottlieb,1840-10-14T00:00:00Z,1899-03-22T00:00:00Z,Hungary,Anglo-Hungarian orientalist
http://www.wikidata.org/entity/Q126522,Gottlieb Wilhelm Leitner,,William,1840-09-15T00:00:00Z,1899-03-22T00:00:00Z,United Kingdom of Great Britain and Ireland,Anglo-Hungarian orientalist
http://www.wikidata.org/entity/Q126522,Gottlieb Wilhelm Leitner,,Gottlieb,1840-09-15T00:00:00Z,1899-03-22T00:00:00Z,United Kingdom of Great Britain and Ireland,Anglo-Hungarian orientalist
http://www.wikidata.org/entity/Q126522,Gottlieb Wilhelm Leitner,,William,1840-10-14T00:00:00Z,1899-03-22T00:00:00Z,United Kingdom of Great Britain and Ireland,Anglo-Hungarian orientalist
http://www.wikidata.org/entity/Q126522,Gottlieb Wilhelm Leitner,,Gottlieb,1840-10-14T00:00:00Z,1899-03-22T00:00:00Z,United Kingdom of Great Britain and Ireland,Anglo-Hungarian orientalist
http://www.wikidata.org/entity/Q61043392,Gregory Iron,Vas,Gergely,,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q56388507,Gusztáv Balázs,Balázs,Gusztáv,1958-05-13T00:00:00Z,,Hungary,(1958–)
http://www.wikidata.org/entity/Q87765733,Gusztáv Löger,,Gusztáv,1827-01-01T00:00:00Z,1898-10-19T00:00:00Z,Hungary,"(1827-1898) felvidéki fényképész, kultúraszervező"
http://www.wikidata.org/entity/Q1118328,Gyula Konkoly,,Gyula,1941-07-21T00:00:00Z,,Hungary,(1941–) magyar festőművész
http://www.wikidata.org/entity/Q1120744,Gyula Koós,Koós,Gyula,1923-12-01T00:00:00Z,2005-09-28T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q1229332,Gyula Pap,Pap,Gyula,1899-11-10T00:00:00Z,1983-09-24T00:00:00Z,Hungary,Hungarian artist (1899-1983)
http://www.wikidata.org/entity/Q64876644,Gyula Pálházi,,Gyula,1910-10-27T00:00:00Z,1944-12-25T00:00:00Z,Hungary,fényképész
http://www.wikidata.org/entity/Q1290373,Gyula Sopronyi,,Gyula,1974-08-20T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q84568686,Gyula Széchy,,Gyula,1854-10-21T00:00:00Z,1924-04-06T00:00:00Z,Hungary,"hungarian painter, illustrator, photographer"
http://www.wikidata.org/entity/Q85647483,Gyula Zaránd,,Gyula,1943-04-23T00:00:00Z,2020-01-13T00:00:00Z,Hungary,French- Hungarian photographer (1943-2020)
http://www.wikidata.org/entity/Q85647483,Gyula Zaránd,,Gyula,1943-04-23T00:00:00Z,2020-01-13T00:00:00Z,France,French- Hungarian photographer (1943-2020)
http://www.wikidata.org/entity/Q108772752,Gyöngyi Rózsavölgyi,Rózsavölgyi,Gyöngyi,1953-09-29T00:00:00Z,,Hungary,fotográfus
http://www.wikidata.org/entity/Q15099569,György Czabán,,György,1957-01-01T00:00:00Z,,Hungary,"(1957-) magyar fényképész, filmrendező"
http://www.wikidata.org/entity/Q124366740,György Fazekas,Fazekas,György,1948-04-22T00:00:00Z,2018-11-05T00:00:00Z,Hungary,"(1948–2018) painter, photographer"
http://www.wikidata.org/entity/Q124366740,György Fazekas,Fazekas,György,1948-04-22T00:00:00Z,2018-11-05T00:00:00Z,Hungary,"(1948–2018) painter, photographer"
http://www.wikidata.org/entity/Q1031215,György Gáti,,György,1954-01-01T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q721633,György Kepes,Kepes,György,1906-10-04T00:00:00Z,2001-12-29T00:00:00Z,Hungary,Hungarian artist (1906–2001)
http://www.wikidata.org/entity/Q721633,György Kepes,Kepes,György,1906-10-04T00:00:00Z,2001-12-29T00:00:00Z,United States of America,Hungarian artist (1906–2001)
http://www.wikidata.org/entity/Q85483937,György Kiss,Kiss,György,1923-02-02T00:00:00Z,2000-08-19T00:00:00Z,Hungary,Hungarian astronomer
http://www.wikidata.org/entity/Q1127448,György Lajos,,György,1934-02-28T00:00:00Z,2007-12-08T00:00:00Z,Hungary,(1934-2007) magyar fotóművész
http://www.wikidata.org/entity/Q1160760,György Lőrinczy,,György,1935-04-22T00:00:00Z,1981-05-27T00:00:00Z,Hungary,American photographer (1935-1981)
http://www.wikidata.org/entity/Q1160760,György Lőrinczy,,György,1935-04-22T00:00:00Z,1981-05-27T00:00:00Z,United States of America,American photographer (1935-1981)
http://www.wikidata.org/entity/Q16522786,György Somogyi,Somogyi,György,1953-01-01T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q108013537,György Stalter,Stalter,György,1956-01-11T00:00:00Z,,Hungary,"fotóművész, fotóriporter"
http://www.wikidata.org/entity/Q56390641,György Tóth,Tóth,György,1950-03-02T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q780765,Gábor Attalai,,Gábor,1934-11-20T00:00:00Z,2011-01-01T00:00:00Z,Hungary,"artist, textile artist, and graphic designer"
http://www.wikidata.org/entity/Q780765,Gábor Attalai,,Gábor,1934-11-20T00:00:00Z,2011-07-23T00:00:00Z,Hungary,"artist, textile artist, and graphic designer"
http://www.wikidata.org/entity/Q16517605,Gábor Balog,Balog,Gábor,1944-04-04T00:00:00Z,,Hungary,Hungarian cinematographer
http://www.wikidata.org/entity/Q56390383,Gábor Ferencz,Ferencz,Gábor,1954-12-01T00:00:00Z,2020-06-18T00:00:00Z,Hungary,Hungarian photographer (1954–2020)
http://www.wikidata.org/entity/Q1009819,Gábor Gerhes,,Gábor,1962-05-07T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q112413734,Gábor Hámori,Hámori,Gábor,1954-02-21T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q21039701,Gábor Kerekes,Kerekes,Gábor,1945-08-02T00:00:00Z,2014-04-16T00:00:00Z,Hungary,photographer (1945–2014)
http://www.wikidata.org/entity/Q1118692,Gábor Kopek,,Gábor,1955-01-27T00:00:00Z,,Hungary,"(1955–) fotográfus, egyetemi tanár"
http://www.wikidata.org/entity/Q26197740,Gábor Martin,Martin,Gábor,1953-03-22T00:00:00Z,,Hungary,Hungarian photographer (born 1953)
http://www.wikidata.org/entity/Q1175363,Gábor Medvigy,,Gábor,1957-05-18T00:00:00Z,2023-08-27T00:00:00Z,Hungary,Hungarian cinematographer (1957–2023)
http://www.wikidata.org/entity/Q84570855,Gábor Mészáros,Mészáros,Gábor,1967-10-11T00:00:00Z,,Hungary,(1967–)
http://www.wikidata.org/entity/Q84570855,Gábor Mészáros,Mészáros,Gábor,1967-10-11T00:00:00Z,,Hungary,(1967–)
http://www.wikidata.org/entity/Q20007100,Gábor Módos,Módos,Gábor,1939-05-03T00:00:00Z,,Hungary,Hungarian photographer and cinematographer
http://www.wikidata.org/entity/Q16640724,Gábor Ősz,,Gábor,1965-01-01T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q16640724,Gábor Ősz,,Gábor,1965-01-01T00:00:00Z,,Kingdom of the Netherlands,Hungarian photographer
http://www.wikidata.org/entity/Q54934463,Gárdi Balázs,,Balázs,1975-05-21T00:00:00Z,,Hungary,Hungarian-born photographer
http://www.wikidata.org/entity/Q1291495,Gáspár Stekovics,,Gáspár,1966-09-27T00:00:00Z,,Hungary,Hungarian artist and photographer
http://www.wikidata.org/entity/Q12814072,Géza Dobrányi,,Géza,1921-03-01T00:00:00Z,1990-08-03T00:00:00Z,Hungary,"(1921-1990) magyar vegyészmérnök, fotokémikus, fotós"
http://www.wikidata.org/entity/Q15818777,Géza Perneczky,,Géza,1936-05-21T00:00:00Z,,Hungary,Hungarian art historian and artist
http://www.wikidata.org/entity/Q104805391,Géza Szakál,Szakál,Géza,1883-12-20T00:00:00Z,1959-10-10T00:00:00Z,Hungary,(1883--1959) photographer; painter
http://www.wikidata.org/entity/Q23908413,H. Csongrády Márta,,Márta,1943-07-09T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q1213842,Herbert Nadler,Nadler,Herbert,1883-05-13T00:00:00Z,1951-06-07T00:00:00Z,Hungary,"hunter, writer"
http://www.wikidata.org/entity/Q12349000,Hugó Maszák,,Hugó,1831-08-10T00:00:00Z,1916-08-28T00:00:00Z,Hungary,"Hungarian painter, lithographer, writer (1831-1916)"
http://www.wikidata.org/entity/Q60526050,Ildi Hermann,Hermann,Ildikó,1978-08-15T00:00:00Z,2019-01-01T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q31092142,Ilku János,,János,1946-01-01T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q107560750,Illés Ellinger,Ellinger,Illés,1852-01-01T00:00:00Z,1888-08-14T00:00:00Z,Hungary,photographer
http://www.wikidata.org/entity/Q21036262,Ilona Barna,Barna,Ilona,1955-10-02T00:00:00Z,,Hungary,Hungarian model and photographer
http://www.wikidata.org/entity/Q106254564,Ilona Nyilas,,Ilona,1954-07-12T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q106254564,Ilona Nyilas,,Ilona,1954-07-12T00:00:00Z,,United Kingdom,Hungarian photographer
http://www.wikidata.org/entity/Q793008,Imre Benkő,Benkő,Imre,1943-02-17T00:00:00Z,,Hungary,(1943-) photographer
http://www.wikidata.org/entity/Q12814089,Imre Drégely,Drégely,Imre,1960-12-23T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q15995749,Imre Kinszki,,Imre,1901-03-10T00:00:00Z,1945-01-01T00:00:00Z,Hungary,photographer
http://www.wikidata.org/entity/Q107453586,Imre Ravasz,Ravasz,Imre,,,Hungary,photographer
http://www.wikidata.org/entity/Q83287491,Imre Rona,Róna,Imre,1902-03-01T00:00:00Z,1974-01-27T00:00:00Z,Hungary,photographer (1902-1974)
http://www.wikidata.org/entity/Q57986264,Imre Solt,Solt,Imre,1968-08-12T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q25342464,Imre Szántó,von Santho,Imre,1900-01-01T00:00:00Z,1945-01-01T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q25342464,Imre Szántó,von Santho,Imre,1900-01-01T00:00:00Z,1957-01-01T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q1469204,Irén Ács,Ács,Irene,1924-10-24T00:00:00Z,2015-12-09T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q65680014,Istvan Kerny,,István,1879-08-25T00:00:00Z,1963-06-13T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q789033,István Bakos,Bakos,István,1941-06-17T00:00:00Z,,Hungary,"(1941) magyar festő, reklámfotós, tervezőgrafikus"
http://www.wikidata.org/entity/Q996062,István Faragó,Faragó,István,1945-11-29T00:00:00Z,,Hungary,Hungarian graphic artist
http://www.wikidata.org/entity/Q97193588,István Gyúró,,István,1939-08-09T00:00:00Z,2021-09-01T00:00:00Z,Hungary,"Hungarian graphic designer, photographer, drawing teacher"
http://www.wikidata.org/entity/Q15118307,István Jelenczki,,István,1956-01-19T00:00:00Z,,Hungary,"Hungarian visual artist, film director and photographer (born: 1956)"
http://www.wikidata.org/entity/Q122229184,István Kiss Tanne,Kiss,István,1953-01-01T00:00:00Z,,Hungary,Hungarian photographer (born: 1953)
http://www.wikidata.org/entity/Q12349489,István Kováts,Kováts,István,1881-04-10T00:00:00Z,1942-08-18T00:00:00Z,Hungary,(1881-1942) erdélyi magyar fotóművész
http://www.wikidata.org/entity/Q12349489,István Kováts,Kováts,István,1881-04-10T00:00:00Z,1942-08-18T00:00:00Z,Romania,(1881-1942) erdélyi magyar fotóművész
http://www.wikidata.org/entity/Q15126624,István Lugossy,,István,1943-08-21T00:00:00Z,,Hungary,"magyar fotóművész, filmrendező, operatőr"
http://www.wikidata.org/entity/Q61131855,István Oldal,,István,1829-08-22T00:00:00Z,1916-08-25T00:00:00Z,Hungary,"Hungarian photographer, painter"
http://www.wikidata.org/entity/Q18708716,István Rácz,Rácz,István,1908-07-11T00:00:00Z,1998-12-13T00:00:00Z,Hungary,"Hungarian literary translator, photographer from Czechoslovakia and Finnland (1908-1998)"
http://www.wikidata.org/entity/Q18708716,István Rácz,Rácz,István,1908-07-11T00:00:00Z,1998-12-13T00:00:00Z,Finland,"Hungarian literary translator, photographer from Czechoslovakia and Finnland (1908-1998)"
http://www.wikidata.org/entity/Q18708716,István Rácz,Rácz,István,1908-07-11T00:00:00Z,1998-12-13T00:00:00Z,Czechoslovakia,"Hungarian literary translator, photographer from Czechoslovakia and Finnland (1908-1998)"
http://www.wikidata.org/entity/Q18640948,István Soltész,,István,1967-01-01T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q1294164,István Szaladják,,István,1962-11-30T00:00:00Z,,Hungary,Hungarian cinematographer
http://www.wikidata.org/entity/Q1327210,István Tóth,Tóth,István,1923-07-26T00:00:00Z,2016-10-15T00:00:00Z,Hungary,Hungarian photographer (1923-2016)
